customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,rfm_segment,cluster
5494,243,2,646.52,3,4,5,345,Potential Customers,1
5495,189,1,226.35000000000002,4,2,3,423,Potential Customers,4
5497,75,2,153.32,5,4,2,542,Potential Customers,1
5500,644,1,151.52,1,2,2,122,Potential Customers,3
5501,331,1,321.6,3,2,4,324,Potential Customers,4
5503,228,2,445.65999999999997,3,4,4,344,Potential Customers,1
5504,634,1,230.52,1,2,3,123,Potential Customers,3
5507,102,3,1080.58,5,5,5,555,High Value Customers,2
5508,356,1,11.22,3,2,1,321,Potential Customers,4
5511,25,1,52.57,5,2,1,521,Potential Customers,4
5512,107,1,247.92000000000002,5,2,3,523,Potential Customers,4
5515,485,2,242.55,2,4,3,243,Potential Customers,3
5517,696,1,86.4,1,2,1,121,Potential Customers,3
5518,501,1,83.65,2,2,1,221,Potential Customers,3
5521,441,2,282.36,2,4,3,243,Potential Customers,0
5523,16,1,65.37,5,2,1,521,Potential Customers,4
5525,580,1,98.78999999999999,1,2,2,122,Potential Customers,3
5526,474,1,165.28,2,2,2,222,Potential Customers,3
5529,682,1,513.0,1,2,5,125,Potential Customers,0
5530,692,1,579.6500000000001,1,2,5,125,Potential Customers,0
5532,208,2,255.76,4,4,3,443,Potential Customers,1
5534,105,1,174.48,5,2,3,523,Potential Customers,4
5535,32,1,280.4,5,2,3,523,Potential Customers,4
5536,174,2,90.35,4,4,1,441,Potential Customers,1
5538,650,1,135.24,1,2,2,122,Potential Customers,3
5540,240,1,266.36,3,2,3,323,Potential Customers,4
5541,96,2,487.39,5,4,5,545,Potential Customers,1
5542,205,2,267.74,4,4,3,443,Potential Customers,1
5543,427,1,110.64,2,2,2,222,Potential Customers,3
5546,227,1,37.66,4,2,1,421,Potential Customers,4
5547,513,1,163.92000000000002,2,2,2,222,Potential Customers,3
5549,87,1,86.2,5,2,1,521,Potential Customers,4
5550,365,1,385.25,3,2,4,324,Potential Customers,0
5552,197,3,707.04,4,5,5,455,Loyal Customers,2
5554,269,2,363.52,3,4,4,344,Potential Customers,1
5556,462,1,112.68,2,2,2,222,Potential Customers,3
5557,14,3,682.49,5,5,5,555,High Value Customers,2
5558,199,1,453.32,4,2,4,424,Potential Customers,4
5559,712,1,388.68,1,2,4,124,Potential Customers,3
5563,501,1,82.43,2,2,1,221,Potential Customers,3
5564,712,1,171.56,1,2,2,122,Potential Customers,3
5565,42,3,243.26,5,5,3,553,Potential Customers,1
5566,658,1,23.24,1,2,1,121,Potential Customers,3
5567,27,2,326.29,5,4,4,544,Potential Customers,1
5568,131,1,83.29,4,2,1,421,Potential Customers,4
5570,355,2,384.40999999999997,3,4,4,344,Potential Customers,1
5573,190,2,834.67,4,4,5,445,Potential Customers,2
5575,576,1,263.24,1,2,3,123,Potential Customers,3
5576,630,1,261.96,1,2,3,123,Potential Customers,3
5577,215,1,599.32,4,2,5,425,Potential Customers,0
5580,282,1,86.61,3,2,1,321,Potential Customers,4
5581,179,1,52.0,4,2,1,421,Potential Customers,4
5582,213,1,353.28,4,2,4,424,Potential Customers,4
5583,73,2,274.78999999999996,5,4,3,543,Potential Customers,1
5586,698,1,80.48,1,2,1,121,Potential Customers,3
5588,268,1,53.74,3,2,1,321,Potential Customers,4
5590,454,2,258.57,2,4,3,243,Potential Customers,0
5591,616,1,283.55,1,2,3,123,Potential Customers,3
5592,70,1,52.71,5,2,1,521,Potential Customers,4
5594,480,1,427.52,2,2,4,224,Potential Customers,0
5599,491,1,86.8,2,2,1,221,Potential Customers,3
5601,413,2,283.04,2,4,3,243,Potential Customers,1
5602,17,1,172.68,5,2,2,522,Potential Customers,4
5605,257,2,203.76,3,4,3,343,Potential Customers,1
5606,105,1,341.64,5,2,4,524,Potential Customers,4
5607,694,1,48.69,1,2,1,121,Potential Customers,3
5608,357,1,337.5,3,2,4,324,Potential Customers,4
5609,35,3,1103.62,5,5,5,555,High Value Customers,2
5610,542,1,129.76,1,2,2,122,Potential Customers,3
5612,30,3,289.12,5,5,4,554,Loyal Customers,1
5613,540,1,427.29,1,2,4,124,Potential Customers,0
5615,186,1,558.85,4,2,5,425,Potential Customers,4
5616,86,1,139.74,5,2,2,522,Potential Customers,4
5618,152,2,311.59,4,4,4,444,Potential Customers,1
5619,580,1,84.78,1,2,1,121,Potential Customers,3
5620,370,1,23.76,2,2,1,221,Potential Customers,3
5621,122,5,1836.62,4,5,5,455,Loyal Customers,2
5622,631,1,167.78,1,2,2,122,Potential Customers,3
5623,706,1,171.14999999999998,1,2,2,122,Potential Customers,3
5625,181,1,137.68,4,2,2,422,Potential Customers,4
5626,214,2,133.81,4,4,2,442,Potential Customers,1
5627,393,1,74.82,2,2,1,221,Potential Customers,3
5629,249,1,630.75,3,2,5,325,Potential Customers,0
5630,148,4,511.79,4,5,5,455,Loyal Customers,2
5632,520,1,141.69,2,2,2,222,Potential Customers,3
5635,282,3,345.68000000000006,3,5,4,354,Potential Customers,1
5636,470,1,222.48,2,2,3,223,Potential Customers,3
5638,131,1,269.34000000000003,4,2,3,423,Potential Customers,4
5640,376,2,281.27,2,4,3,243,Potential Customers,1
5643,308,3,158.73000000000002,3,5,2,352,Potential Customers,1
5644,437,1,168.32,2,2,2,222,Potential Customers,3
5645,222,1,222.56,4,2,3,423,Potential Customers,4
5651,545,1,302.73,1,2,4,124,Potential Customers,3
5652,76,3,741.9200000000001,5,5,5,555,High Value Customers,2
5654,610,2,388.32000000000005,1,4,4,144,Potential Customers,0
5656,266,2,323.26,3,4,4,344,Potential Customers,1
5659,337,2,667.22,3,4,5,345,Potential Customers,0
5660,53,3,449.84000000000003,5,5,4,554,Loyal Customers,1
5661,201,2,358.27,4,4,4,444,Potential Customers,1
5662,155,2,65.25,4,4,1,441,Potential Customers,1
5663,437,1,15.22,2,2,1,221,Potential Customers,3
5664,192,1,91.86,4,2,2,422,Potential Customers,4
5666,537,1,44.87,1,2,1,121,Potential Customers,3
5670,294,2,768.8,3,4,5,345,Potential Customers,0
5671,592,2,697.85,1,4,5,145,Potential Customers,0
5672,541,2,240.06,1,4,3,143,Potential Customers,3
5674,723,1,35.32,1,2,1,121,Potential Customers,3
5675,344,2,505.62,3,4,5,345,Potential Customers,0
5678,288,2,270.78999999999996,3,4,3,343,Potential Customers,1
5679,219,1,8.39,4,2,1,421,Potential Customers,4
5680,709,1,519.0,1,2,5,125,Potential Customers,0
5682,489,2,414.53,2,4,4,244,Potential Customers,0
5686,77,2,570.26,5,4,5,545,Potential Customers,1
5688,21,2,740.26,5,4,5,545,Potential Customers,2
5689,255,2,386.34000000000003,3,4,4,344,Potential Customers,1
5690,30,2,350.15999999999997,5,4,4,544,Potential Customers,1
5691,39,2,418.55,5,4,4,544,Potential Customers,1
5693,661,3,950.48,1,5,5,155,At Risk Customers,2
5694,16,1,550.72,5,2,5,525,Potential Customers,4
5695,365,2,64.43,3,4,1,341,Potential Customers,1
5696,388,1,85.16,2,2,1,221,Potential Customers,3
5699,628,1,423.52,1,2,4,124,Potential Customers,3
5700,570,1,822.65,1,2,5,125,Potential Customers,0
5701,69,3,637.7,5,5,5,555,High Value Customers,2
5702,623,1,19.3,1,2,1,121,Potential Customers,3
5703,702,1,312.57,1,2,4,124,Potential Customers,3
5704,149,2,277.78,4,4,3,443,Potential Customers,1
5705,218,1,343.6,4,2,4,424,Potential Customers,4
5706,351,1,102.36,3,2,2,322,Potential Customers,4
5707,7,3,517.4,5,5,5,555,High Value Customers,2
5708,574,1,259.62,1,2,3,123,Potential Customers,3
5709,592,1,128.68,1,2,2,122,Potential Customers,3
5711,674,2,411.84000000000003,1,4,4,144,Potential Customers,0
5712,162,1,170.0,4,2,2,422,Potential Customers,4
5714,398,3,1142.6599999999999,2,5,5,255,Potential Customers,2
5715,225,3,540.06,4,5,5,455,Loyal Customers,2
5716,281,2,459.25,3,4,4,344,Potential Customers,1
5719,46,1,252.25,5,2,3,523,Potential Customers,4
5721,720,1,215.19,1,2,3,123,Potential Customers,3
5723,534,1,68.1,1,2,1,121,Potential Customers,3
5724,56,1,127.65,5,2,2,522,Potential Customers,4
5725,45,1,72.22,5,2,1,521,Potential Customers,4
5727,280,2,340.75,3,4,4,344,Potential Customers,1
5728,165,1,264.7,4,2,3,423,Potential Customers,4
5729,55,1,190.88,5,2,3,523,Potential Customers,4
5730,12,1,208.07999999999998,5,2,3,523,Potential Customers,4
5731,342,1,86.84,3,2,1,321,Potential Customers,4
5732,76,2,984.8,5,4,5,545,Potential Customers,2
5735,420,1,151.17000000000002,2,2,2,222,Potential Customers,3
5736,477,2,204.8,2,4,3,243,Potential Customers,3
5737,476,2,235.32,2,4,3,243,Potential Customers,3
5738,85,1,259.44,5,2,3,523,Potential Customers,4
5739,128,1,96.46,4,2,2,422,Potential Customers,4
5741,711,1,505.44,1,2,5,125,Potential Customers,0
5742,420,1,407.73,2,2,4,224,Potential Customers,0
5743,178,2,450.65,4,4,4,444,Potential Customers,1
5747,29,1,203.4,5,2,3,523,Potential Customers,4
5748,291,2,320.22,3,4,4,344,Potential Customers,1
5751,521,2,383.51,2,4,4,244,Potential Customers,0
5752,285,1,280.8,3,2,3,323,Potential Customers,4
5753,593,1,15.36,1,2,1,121,Potential Customers,3
5754,236,1,62.94,3,2,1,321,Potential Customers,4
5757,82,1,55.83,5,2,1,521,Potential Customers,4
5758,451,1,421.92,2,2,4,224,Potential Customers,0
5759,181,1,188.19,4,2,3,423,Potential Customers,4
5761,186,3,782.4000000000001,4,5,5,455,Loyal Customers,2
5767,506,1,551.5,2,2,5,225,Potential Customers,0
5768,476,2,204.78,2,4,3,243,Potential Customers,3
5771,128,2,855.11,4,4,5,445,Potential Customers,2
5773,487,1,93.42,2,2,2,222,Potential Customers,3
5774,582,2,345.19000000000005,1,4,4,144,Potential Customers,0
5775,715,1,53.05,1,2,1,121,Potential Customers,3
5777,695,1,12.93,1,2,1,121,Potential Customers,3
5778,148,2,91.77000000000001,4,4,2,442,Potential Customers,1
5780,102,1,204.39,5,2,3,523,Potential Customers,4
5782,88,1,322.56,5,2,4,524,Potential Customers,4
5785,354,3,760.74,3,5,5,355,Potential Customers,2
5787,365,1,317.34000000000003,3,2,4,324,Potential Customers,4
5788,701,1,51.550000000000004,1,2,1,121,Potential Customers,3
5789,291,1,27.41,3,2,1,321,Potential Customers,4
5791,365,2,175.98000000000002,3,4,3,343,Potential Customers,1
5792,416,2,340.06,2,4,4,244,Potential Customers,0
5795,398,2,784.4000000000001,2,4,5,245,Potential Customers,0
5796,345,2,442.4200000000001,3,4,4,344,Potential Customers,1
5799,228,1,128.76,3,2,2,322,Potential Customers,4
5800,87,2,146.8,5,4,2,542,Potential Customers,1
5802,341,2,463.31000000000006,3,4,4,344,Potential Customers,0
5803,109,2,286.55999999999995,4,4,3,443,Potential Customers,1
5808,551,1,112.84,1,2,2,122,Potential Customers,3
5811,411,1,206.0,2,2,3,223,Potential Customers,3
5812,12,1,335.48,5,2,4,524,Potential Customers,4
5813,537,1,318.8,1,2,4,124,Potential Customers,3
5817,294,1,229.59,3,2,3,323,Potential Customers,4
5820,706,1,161.25,1,2,2,122,Potential Customers,3
5827,360,1,394.08,3,2,4,324,Potential Customers,0
5831,58,1,764.4,5,2,5,525,Potential Customers,0
5832,434,1,451.24,2,2,4,224,Potential Customers,0
5833,382,1,73.60000000000001,2,2,1,221,Potential Customers,3
5834,288,1,443.48,3,2,4,324,Potential Customers,4
5835,519,1,119.58,2,2,2,222,Potential Customers,3
5836,550,1,65.0,1,2,1,121,Potential Customers,3
5837,626,1,343.05,1,2,4,124,Potential Customers,3
5839,272,2,671.0699999999999,3,4,5,345,Potential Customers,0
5840,277,1,116.82,3,2,2,322,Potential Customers,4
5844,228,1,219.4,3,2,3,323,Potential Customers,4
5845,99,1,54.76,5,2,1,521,Potential Customers,4
5846,250,1,58.56,3,2,1,321,Potential Customers,4
5851,581,1,281.46,1,2,3,123,Potential Customers,3
5855,450,1,150.86,2,2,2,222,Potential Customers,3
5859,33,2,166.67,5,4,2,542,Potential Customers,1
5861,614,1,149.48,1,2,2,122,Potential Customers,3
5863,668,1,74.03,1,2,1,121,Potential Customers,3
5864,321,2,419.79999999999995,3,4,4,344,Potential Customers,1
5867,213,1,58.92,4,2,1,421,Potential Customers,4
5868,122,2,250.56,4,4,3,443,Potential Customers,1
5871,643,1,217.52,1,2,3,123,Potential Customers,3
5872,138,3,259.83,4,5,3,453,Potential Customers,1
5873,67,2,170.8,5,4,2,542,Potential Customers,1
5875,681,1,465.56,1,2,4,124,Potential Customers,0
5876,564,1,178.74,1,2,3,123,Potential Customers,3
5877,503,1,178.84,2,2,3,223,Potential Customers,3
5878,372,2,311.22,2,4,4,244,Potential Customers,1
5879,548,1,168.1,1,2,2,122,Potential Customers,3
5883,487,1,319.7,2,2,4,224,Potential Customers,3
5887,683,1,66.8,1,2,1,121,Potential Customers,3
5888,243,2,419.74,3,4,4,344,Potential Customers,1
5889,320,1,92.51,3,2,2,322,Potential Customers,4
5891,354,1,92.28,3,2,2,322,Potential Customers,4
5892,696,1,67.9,1,2,1,121,Potential Customers,3
5893,558,1,259.12,1,2,3,123,Potential Customers,3
5894,451,1,306.32,2,2,4,224,Potential Customers,3
5896,60,2,263.06,5,4,3,543,Potential Customers,1
5897,438,1,438.12,2,2,4,224,Potential Customers,0
5899,359,2,241.44,3,4,3,343,Potential Customers,1
5900,303,2,646.54,3,4,5,345,Potential Customers,0
5902,47,1,51.69,5,2,1,521,Potential Customers,4
5904,516,1,136.24,2,2,2,222,Potential Customers,3
5906,465,2,344.03,2,4,4,244,Potential Customers,0
5908,641,1,254.14999999999998,1,2,3,123,Potential Customers,3
5910,143,2,173.83,4,4,2,442,Potential Customers,1
5911,466,1,78.74,2,2,1,221,Potential Customers,3
5912,555,1,161.38,1,2,2,122,Potential Customers,3
5914,137,2,123.21,4,4,2,442,Potential Customers,1
5915,243,1,148.05,3,2,2,322,Potential Customers,4
5918,492,1,129.69,2,2,2,222,Potential Customers,3
5919,249,1,106.31,3,2,2,322,Potential Customers,4
5920,622,1,38.34,1,2,1,121,Potential Customers,3
5922,207,2,747.28,4,4,5,445,Potential Customers,2
5923,187,1,461.4,4,2,4,424,Potential Customers,4
5925,710,1,224.39999999999998,1,2,3,123,Potential Customers,3
5927,652,1,608.52,1,2,5,125,Potential Customers,0
5928,496,2,364.62,2,4,4,244,Potential Customers,0
5929,182,1,41.77,4,2,1,421,Potential Customers,4
5930,157,1,94.35,4,2,2,422,Potential Customers,4
5932,75,4,590.74,5,5,5,555,High Value Customers,2
5933,395,1,305.0,2,2,4,224,Potential Customers,3
5936,486,1,110.72999999999999,2,2,2,222,Potential Customers,3
5938,476,2,290.14,2,4,4,244,Potential Customers,0
5941,133,1,38.29,4,2,1,421,Potential Customers,4
5944,644,1,269.33,1,2,3,123,Potential Customers,3
5946,347,1,156.72,3,2,2,322,Potential Customers,4
5947,267,2,434.25,3,4,4,344,Potential Customers,1
5948,121,3,461.87,4,5,4,454,Potential Customers,1
5950,307,1,74.82,3,2,1,321,Potential Customers,4
5953,245,2,105.91000000000001,3,4,2,342,Potential Customers,1
5956,396,1,263.35,2,2,3,223,Potential Customers,3
5958,562,1,197.10000000000002,1,2,3,123,Potential Customers,3
5959,218,2,216.82,4,4,3,443,Potential Customers,1
5960,31,1,104.82,5,2,2,522,Potential Customers,4
5961,625,2,400.88,1,4,4,144,Potential Customers,0
5962,117,1,81.73,4,2,1,421,Potential Customers,4
5963,309,1,882.5,3,2,5,325,Potential Customers,0
5964,528,1,153.35999999999999,2,2,2,222,Potential Customers,3
5965,520,1,305.4,2,2,4,224,Potential Customers,3
5966,140,1,165.56,4,2,2,422,Potential Customers,4
5968,718,1,563.24,1,2,5,125,Potential Customers,0
5969,463,1,17.98,2,2,1,221,Potential Customers,3
5970,135,1,269.32,4,2,3,423,Potential Customers,4
5972,316,1,326.65,3,2,4,324,Potential Customers,4
5973,195,2,229.18,4,4,3,443,Potential Customers,1
5974,417,1,105.15,2,2,2,222,Potential Customers,3
5975,286,2,400.87,3,4,4,344,Potential Customers,1
5976,361,3,532.39,3,5,5,355,Potential Customers,2
5980,236,1,85.14,3,2,1,321,Potential Customers,4
5981,213,1,247.62,4,2,3,423,Potential Customers,4
5982,195,1,30.48,4,2,1,421,Potential Customers,4
5984,703,2,565.87,1,4,5,145,Potential Customers,0
5986,221,2,737.54,4,4,5,445,Potential Customers,2
5990,48,1,98.7,5,2,2,522,Potential Customers,4
5991,640,2,120.37,1,4,2,142,Potential Customers,3
5992,122,3,528.58,4,5,5,455,Loyal Customers,2
5993,200,2,338.29,4,4,4,444,Potential Customers,1
5997,361,1,519.24,3,2,5,325,Potential Customers,0
6003,213,1,361.04,4,2,4,424,Potential Customers,4
6004,384,1,14.69,2,2,1,221,Potential Customers,3
6005,582,1,125.8,1,2,2,122,Potential Customers,3
6008,25,4,781.66,5,5,5,555,High Value Customers,2
6009,606,1,210.36,1,2,3,123,Potential Customers,3
6010,552,1,11.74,1,2,1,121,Potential Customers,3
6011,301,1,16.6,3,2,1,321,Potential Customers,4
6012,345,1,157.59,3,2,2,322,Potential Customers,4
6013,518,1,211.1,2,2,3,223,Potential Customers,3
6015,246,2,307.71,3,4,4,344,Potential Customers,1
6020,86,1,96.21000000000001,5,2,2,522,Potential Customers,4
6021,51,2,251.24,5,4,3,543,Potential Customers,1
6022,412,2,343.05,2,4,4,244,Potential Customers,0
6025,620,1,272.07,1,2,3,123,Potential Customers,3
6026,332,2,699.8299999999999,3,4,5,345,Potential Customers,0
6027,97,1,61.77,5,2,1,521,Potential Customers,4
6029,205,1,234.03000000000003,4,2,3,423,Potential Customers,4
6031,715,1,170.60999999999999,1,2,2,122,Potential Customers,3
6033,194,1,146.08,4,2,2,422,Potential Customers,4
6035,43,3,526.32,5,5,5,555,High Value Customers,2
6036,123,1,45.78,4,2,1,421,Potential Customers,4
6037,368,1,33.18,2,2,1,221,Potential Customers,3
6038,61,2,274.16999999999996,5,4,3,543,Potential Customers,1
6039,336,1,89.7,3,2,1,321,Potential Customers,4
6040,404,2,353.9,2,4,4,244,Potential Customers,0
6044,273,1,206.52,3,2,3,323,Potential Customers,4
6046,703,1,406.5,1,2,4,124,Potential Customers,3
6048,290,2,350.78999999999996,3,4,4,344,Potential Customers,1
6049,531,1,276.0,1,2,3,123,Potential Customers,3
6051,420,2,145.9,2,4,2,242,Potential Customers,1
6052,211,2,311.54,4,4,4,444,Potential Customers,1
6053,316,1,208.52,3,2,3,323,Potential Customers,4
6055,205,3,774.59,4,5,5,455,Loyal Customers,2
6056,598,1,12.15,1,2,1,121,Potential Customers,3
6058,637,1,167.64000000000001,1,2,2,122,Potential Customers,3
6061,63,2,327.3,5,4,4,544,Potential Customers,1
6062,363,2,346.0,3,4,4,344,Potential Customers,1
6064,84,1,432.27,5,2,4,524,Potential Customers,4
6065,619,2,152.25,1,4,2,142,Potential Customers,3
6067,119,2,237.0,4,4,3,443,Potential Customers,1
6068,217,1,265.56,4,2,3,423,Potential Customers,4
6069,161,1,251.28000000000003,4,2,3,423,Potential Customers,4
6070,209,3,862.21,4,5,5,455,Loyal Customers,2
6072,88,2,269.5,5,4,3,543,Potential Customers,1
6073,682,1,168.64,1,2,2,122,Potential Customers,3
6076,677,1,192.20999999999998,1,2,3,123,Potential Customers,3
6077,149,2,514.16,4,4,5,445,Potential Customers,1
6078,146,4,772.8299999999999,4,5,5,455,Loyal Customers,2
6079,21,2,469.50000000000006,5,4,4,544,Potential Customers,1
6080,113,1,272.32,4,2,3,423,Potential Customers,4
6081,668,1,135.36,1,2,2,122,Potential Customers,3
6084,45,1,131.92,5,2,2,522,Potential Customers,4
6085,548,1,140.84,1,2,2,122,Potential Customers,3
6086,328,1,216.0,3,2,3,323,Potential Customers,4
6087,40,3,1039.81,5,5,5,555,High Value Customers,2
6088,517,2,326.04,2,4,4,244,Potential Customers,0
6090,648,1,38.38,1,2,1,121,Potential Customers,3
6093,271,3,616.96,3,5,5,355,Potential Customers,2
6099,234,4,898.49,3,5,5,355,Potential Customers,2
6100,108,1,319.56,4,2,4,424,Potential Customers,4
6101,93,3,430.93999999999994,5,5,4,554,Loyal Customers,1
6105,344,1,212.0,3,2,3,323,Potential Customers,4
6106,546,1,442.9,1,2,4,124,Potential Customers,0
6107,436,1,33.57,2,2,1,221,Potential Customers,3
6108,640,1,91.52,1,2,2,122,Potential Customers,3
6112,193,3,351.91999999999996,4,5,4,454,Potential Customers,1
6114,417,1,236.74,2,2,3,223,Potential Customers,3
6117,535,1,794.7,1,2,5,125,Potential Customers,0
6118,316,1,232.60000000000002,3,2,3,323,Potential Customers,4
6121,330,1,344.52,3,2,4,324,Potential Customers,4
6122,627,1,196.5,1,2,3,123,Potential Customers,3
6124,302,1,156.48,3,2,2,322,Potential Customers,4
6128,18,2,326.59000000000003,5,4,4,544,Potential Customers,1
6130,202,1,93.08,4,2,2,422,Potential Customers,4
6131,485,1,124.39999999999999,2,2,2,222,Potential Customers,3
6134,461,1,400.5,2,2,4,224,Potential Customers,0
6135,184,2,94.14000000000001,4,4,2,442,Potential Customers,1
6136,308,2,172.92000000000002,3,4,2,342,Potential Customers,1
6138,346,2,314.6,3,4,4,344,Potential Customers,1
6139,333,2,435.40000000000003,3,4,4,344,Potential Customers,1
6142,209,1,80.92,4,2,1,421,Potential Customers,4
6143,636,1,36.11,1,2,1,121,Potential Customers,3
6145,222,2,411.27,4,4,4,444,Potential Customers,1
6146,516,1,24.32,2,2,1,221,Potential Customers,3
6147,85,2,401.47,5,4,4,544,Potential Customers,1
6148,587,1,234.81,1,2,3,123,Potential Customers,3
6150,701,1,116.94,1,2,2,122,Potential Customers,3
6151,1,2,241.53,5,4,3,543,Potential Customers,1
6152,422,1,172.2,2,2,2,222,Potential Customers,3
6153,173,2,334.05,4,4,4,444,Potential Customers,1
6155,476,1,252.87,2,2,3,223,Potential Customers,3
6156,534,1,77.85,1,2,1,121,Potential Customers,3
6158,642,1,440.54999999999995,1,2,4,124,Potential Customers,0
6159,117,1,28.849999999999998,4,2,1,421,Potential Customers,4
6162,60,1,114.2,5,2,2,522,Potential Customers,4
6163,644,1,42.61,1,2,1,121,Potential Customers,3
6169,93,2,112.18,5,4,2,542,Potential Customers,1
6171,471,2,273.1,2,4,3,243,Potential Customers,0
6172,62,2,523.02,5,4,5,545,Potential Customers,1
6173,151,1,156.5,4,2,2,422,Potential Customers,4
6175,482,2,620.5,2,4,5,245,Potential Customers,0
6176,200,2,437.99,4,4,4,444,Potential Customers,1
6179,485,1,23.14,2,2,1,221,Potential Customers,3
6180,371,1,21.92,2,2,1,221,Potential Customers,3
6181,274,2,107.11,3,4,2,342,Potential Customers,1
6182,563,1,142.75,1,2,2,122,Potential Customers,3
6185,646,1,212.67000000000002,1,2,3,123,Potential Customers,3
6187,170,2,403.19999999999993,4,4,4,444,Potential Customers,1
6189,412,2,476.67,2,4,5,245,Potential Customers,0
6190,501,1,329.3,2,2,4,224,Potential Customers,3
6191,182,2,385.6,4,4,4,444,Potential Customers,1
6192,430,1,180.45000000000002,2,2,3,223,Potential Customers,3
6194,512,2,450.2,2,4,4,244,Potential Customers,0
6197,577,1,74.11,1,2,1,121,Potential Customers,3
6198,262,2,469.68,3,4,4,344,Potential Customers,1
6199,409,2,566.63,2,4,5,245,Potential Customers,0
6201,222,1,33.28,4,2,1,421,Potential Customers,4
6203,420,2,501.11,2,4,5,245,Potential Customers,0
6204,269,2,196.04000000000002,3,4,3,343,Potential Customers,1
6205,546,1,35.42,1,2,1,121,Potential Customers,3
6210,296,1,255.32999999999998,3,2,3,323,Potential Customers,4
6211,504,1,351.99,2,2,4,224,Potential Customers,3
6212,217,2,525.8299999999999,4,4,5,445,Potential Customers,1
6213,255,1,250.79999999999998,3,2,3,323,Potential Customers,4
6214,463,1,287.2,2,2,4,224,Potential Customers,3
6215,119,2,877.49,4,4,5,445,Potential Customers,2
6219,523,1,174.32999999999998,2,2,2,222,Potential Customers,3
6220,56,1,171.21,5,2,2,522,Potential Customers,4
6221,13,1,158.49,5,2,2,522,Potential Customers,4
6223,452,1,424.25,2,2,4,224,Potential Customers,0
6225,340,1,168.12,3,2,2,322,Potential Customers,4
6226,543,1,194.4,1,2,3,123,Potential Customers,3
6227,531,2,323.47999999999996,1,4,4,144,Potential Customers,0
6228,327,2,463.68,3,4,4,344,Potential Customers,1
6230,489,2,139.28,2,4,2,242,Potential Customers,3
6231,31,2,376.85,5,4,4,544,Potential Customers,1
6232,383,2,339.37,2,4,4,244,Potential Customers,1
6233,626,1,318.64,1,2,4,124,Potential Customers,3
6234,506,1,133.82999999999998,2,2,2,222,Potential Customers,3
6235,43,3,939.31,5,5,5,555,High Value Customers,2
6236,221,1,54.2,4,2,1,421,Potential Customers,4
6238,394,1,790.56,2,2,5,225,Potential Customers,0
6241,189,1,281.65,4,2,3,423,Potential Customers,4
6243,533,1,107.08,1,2,2,122,Potential Customers,3
6244,92,1,87.08,5,2,1,521,Potential Customers,4
6245,565,1,260.8,1,2,3,123,Potential Customers,3
6246,491,1,156.13,2,2,2,222,Potential Customers,3
6247,383,1,77.2,2,2,1,221,Potential Customers,3
6249,378,2,118.84,2,4,2,242,Potential Customers,1
6250,195,1,341.12,4,2,4,424,Potential Customers,4
6251,280,1,169.44,3,2,2,322,Potential Customers,4
6252,504,2,376.24,2,4,4,244,Potential Customers,0
6253,178,2,247.45999999999998,4,4,3,443,Potential Customers,1
6255,468,1,28.5,2,2,1,221,Potential Customers,3
6257,723,1,76.08,1,2,1,121,Potential Customers,3
6258,55,3,760.46,5,5,5,555,High Value Customers,2
6261,678,1,523.8,1,2,5,125,Potential Customers,0
6263,24,3,569.93,5,5,5,555,High Value Customers,2
6264,391,3,1016.67,2,5,5,255,Potential Customers,2
6265,309,3,816.01,3,5,5,355,Potential Customers,2
6266,59,3,385.36,5,5,4,554,Loyal Customers,1
6268,468,1,298.4,2,2,4,224,Potential Customers,3
6269,705,1,108.22,1,2,2,122,Potential Customers,3
6271,318,2,941.36,3,4,5,345,Potential Customers,2
6272,53,1,44.0,5,2,1,521,Potential Customers,4
6274,484,1,281.54999999999995,2,2,3,223,Potential Customers,3
6277,528,2,92.44999999999999,2,4,2,242,Potential Customers,3
6278,527,2,278.52,2,4,3,243,Potential Customers,0
6279,242,3,363.68,3,5,4,354,Potential Customers,1
6282,301,1,200.35,3,2,3,323,Potential Customers,4
6283,76,1,46.8,5,2,1,521,Potential Customers,4
6286,493,2,244.81,2,4,3,243,Potential Customers,3
6287,348,1,240.08,3,2,3,323,Potential Customers,4
6289,548,1,51.77,1,2,1,121,Potential Customers,3
6291,29,1,102.72,5,2,2,522,Potential Customers,4
6293,420,1,193.28,2,2,3,223,Potential Customers,3
6295,702,1,190.15,1,2,3,123,Potential Customers,3
6297,113,2,755.44,4,4,5,445,Potential Customers,2
6298,200,2,112.42,4,4,2,442,Potential Customers,1
6299,619,1,314.32,1,2,4,124,Potential Customers,3
6300,441,1,430.16,2,2,4,224,Potential Customers,0
6301,69,1,110.28,5,2,2,522,Potential Customers,4
6302,318,3,298.78999999999996,3,5,4,354,Potential Customers,1
6304,130,2,210.96,4,4,3,443,Potential Customers,1
6306,431,1,206.76,2,2,3,223,Potential Customers,3
6307,336,1,20.88,3,2,1,321,Potential Customers,4
6308,519,2,233.87,2,4,3,243,Potential Customers,3
6310,706,1,15.22,1,2,1,121,Potential Customers,3
6312,567,1,36.150000000000006,1,2,1,121,Potential Customers,3
6313,378,1,93.32,2,2,2,222,Potential Customers,3
6315,421,2,513.69,2,4,5,245,Potential Customers,0
6317,564,2,784.3,1,4,5,145,Potential Customers,0
6318,253,3,684.98,3,5,5,355,Potential Customers,2
